model,condition,seed,class_id,action,support,clean_accuracy,accuracy
stgcnpp,frame_missing_mild,3407,55,giving something to other person,276,0.9312,0.9022
stgcnpp,frame_missing_mild,3407,56,touch other person's pocket,275,0.9394,0.8836
stgcnpp,frame_missing_mild,3407,57,handshaking,276,0.9577,0.8949
stgcnpp,frame_missing_mild,3407,58,walking towards each other,273,0.9951,0.9853
stgcnpp,frame_missing_mild,3407,59,walking apart from each other,276,0.9686,0.9819
stgcnpp,mixed_mild,255,0,drink water,274,0.8637,0.6058
stgcnpp,mixed_mild,255,1,eat meal/snack,275,0.7382,0.4364
stgcnpp,mixed_mild,255,2,brushing teeth,273,0.8694,0.3663
stgcnpp,mixed_mild,255,3,brushing hair,273,0.9267,0.5897
stgcnpp,mixed_mild,255,4,drop,275,0.8848,0.4945
stgcnpp,mixed_mild,255,5,pickup,275,0.9576,0.6255
stgcnpp,mixed_mild,255,6,throw,275,0.9115,0.5818
stgcnpp,mixed_mild,255,7,sitting down,273,0.9707,0.8168
stgcnpp,mixed_mild,255,8,standing up (from sitting position),273,0.9792,0.7875
stgcnpp,mixed_mild,255,9,clapping,273,0.812,0.4249
stgcnpp,mixed_mild,255,10,reading,273,0.5873,0.3077
stgcnpp,mixed_mild,255,11,writing,272,0.5907,0.2978
stgcnpp,mixed_mild,255,12,tear up paper,271,0.9139,0.4576
stgcnpp,mixed_mild,255,13,wear jacket,275,0.983,0.84
stgcnpp,mixed_mild,255,14,take off jacket,276,0.9734,0.6486
stgcnpp,mixed_mild,255,15,wear a shoe,273,0.7131,0.359
stgcnpp,mixed_mild,255,16,take off a shoe,274,0.7798,0.4672
stgcnpp,mixed_mild,255,17,wear on glasses,273,0.9206,0.6081
stgcnpp,mixed_mild,255,18,take off glasses,274,0.9526,0.6058
stgcnpp,mixed_mild,255,19,put on a hat/cap,272,0.9681,0.5956
stgcnpp,mixed_mild,255,20,take off a hat/cap,273,0.9744,0.7106
stgcnpp,mixed_mild,255,21,cheer up,274,0.9367,0.7007
stgcnpp,mixed_mild,255,22,hand waving,274,0.9221,0.6277
stgcnpp,mixed_mild,255,23,kicking something,276,0.9432,0.4891
stgcnpp,mixed_mild,255,24,reach into pocket,274,0.8285,0.3066
stgcnpp,mixed_mild,255,25,hopping (one foot jumping),275,0.9879,0.6836
stgcnpp,mixed_mild,255,26,jump up,276,0.9988,0.7029
stgcnpp,mixed_mild,255,27,make a phone call/answer phone,275,0.8933,0.4218
stgcnpp,mixed_mild,255,28,playing with phone/tablet,275,0.7321,0.6036
stgcnpp,mixed_mild,255,29,typing on a keyboard,275,0.7309,0.5491
stgcnpp,mixed_mild,255,30,pointing to something with finger,276,0.7766,0.413
stgcnpp,mixed_mild,255,31,taking a selfie,276,0.8925,0.6739
stgcnpp,mixed_mild,255,32,check time (from watch),276,0.8973,0.5543
stgcnpp,mixed_mild,255,33,rub two hands together,276,0.8913,0.4674
stgcnpp,mixed_mild,255,34,nod head/bow,276,0.9674,0.6957
stgcnpp,mixed_mild,255,35,shake head,275,0.9467,0.2509
stgcnpp,mixed_mild,255,36,wipe face,276,0.8829,0.2971
stgcnpp,mixed_mild,255,37,salute,276,0.9275,0.5833
stgcnpp,mixed_mild,255,38,put the palms together,276,0.9348,0.5652
stgcnpp,mixed_mild,255,39,cross hands in front (say stop),276,0.936,0.6594
stgcnpp,mixed_mild,255,40,sneeze/cough,276,0.7633,0.3478
stgcnpp,mixed_mild,255,41,staggering,276,0.9952,0.4565
stgcnpp,mixed_mild,255,42,falling,275,0.9891,0.7455
stgcnpp,mixed_mild,255,43,touch head (headache),276,0.8164,0.3877
stgcnpp,mixed_mild,255,44,touch chest (stomachache/heart pain),276,0.9312,0.692
stgcnpp,mixed_mild,255,45,touch back (backache),276,0.9312,0.3768
stgcnpp,mixed_mild,255,46,touch neck (neckache),276,0.843,0.3768
stgcnpp,mixed_mild,255,47,nausea or vomiting condition,275,0.8448,0.6218
stgcnpp,mixed_mild,255,48,use a fan (with hand or paper)/feeling warm,275,0.9224,0.8473
stgcnpp,mixed_mild,255,49,punching/slapping other person,274,0.9027,0.3212
stgcnpp,mixed_mild,255,50,kicking other person,276,0.936,0.3659
stgcnpp,mixed_mild,255,51,pushing other person,276,0.9601,0.337
stgcnpp,mixed_mild,255,52,pat on back of other person,276,0.9239,0.6703
stgcnpp,mixed_mild,255,53,point finger at the other person,276,0.9058,0.3225
stgcnpp,mixed_mild,255,54,hugging other person,274,0.983,0.8869
stgcnpp,mixed_mild,255,55,giving something to other person,276,0.9312,0.5
stgcnpp,mixed_mild,255,56,touch other person's pocket,275,0.9394,0.4291
stgcnpp,mixed_mild,255,57,handshaking,276,0.9577,0.4348
stgcnpp,mixed_mild,255,58,walking towards each other,273,0.9951,0.3736
stgcnpp,mixed_mild,255,59,walking apart from each other,276,0.9686,0.7754
stgcnpp,mixed_mild,2026,0,drink water,274,0.8637,0.4088
stgcnpp,mixed_mild,2026,1,eat meal/snack,275,0.7382,0.4255
stgcnpp,mixed_mild,2026,2,brushing teeth,273,0.8694,0.3846
stgcnpp,mixed_mild,2026,3,brushing hair,273,0.9267,0.4249
stgcnpp,mixed_mild,2026,4,drop,275,0.8848,0.4509
stgcnpp,mixed_mild,2026,5,pickup,275,0.9576,0.7818
stgcnpp,mixed_mild,2026,6,throw,275,0.9115,0.56
stgcnpp,mixed_mild,2026,7,sitting down,273,0.9707,0.7766
stgcnpp,mixed_mild,2026,8,standing up (from sitting position),273,0.9792,0.8791
stgcnpp,mixed_mild,2026,9,clapping,273,0.812,0.359
stgcnpp,mixed_mild,2026,10,reading,273,0.5873,0.2857
stgcnpp,mixed_mild,2026,11,writing,272,0.5907,0.2978
stgcnpp,mixed_mild,2026,12,tear up paper,271,0.9139,0.4982
stgcnpp,mixed_mild,2026,13,wear jacket,275,0.983,0.9091
stgcnpp,mixed_mild,2026,14,take off jacket,276,0.9734,0.7029
stgcnpp,mixed_mild,2026,15,wear a shoe,273,0.7131,0.4908
stgcnpp,mixed_mild,2026,16,take off a shoe,274,0.7798,0.4599
stgcnpp,mixed_mild,2026,17,wear on glasses,273,0.9206,0.641
stgcnpp,mixed_mild,2026,18,take off glasses,274,0.9526,0.5912
stgcnpp,mixed_mild,2026,19,put on a hat/cap,272,0.9681,0.5882
stgcnpp,mixed_mild,2026,20,take off a hat/cap,273,0.9744,0.6044
stgcnpp,mixed_mild,2026,21,cheer up,274,0.9367,0.7555
stgcnpp,mixed_mild,2026,22,hand waving,274,0.9221,0.6277
stgcnpp,mixed_mild,2026,23,kicking something,276,0.9432,0.4783
stgcnpp,mixed_mild,2026,24,reach into pocket,274,0.8285,0.4453
stgcnpp,mixed_mild,2026,25,hopping (one foot jumping),275,0.9879,0.6327
stgcnpp,mixed_mild,2026,26,jump up,276,0.9988,0.7355
stgcnpp,mixed_mild,2026,27,make a phone call/answer phone,275,0.8933,0.4218
stgcnpp,mixed_mild,2026,28,playing with phone/tablet,275,0.7321,0.2436
stgcnpp,mixed_mild,2026,29,typing on a keyboard,275,0.7309,0.6182
stgcnpp,mixed_mild,2026,30,pointing to something with finger,276,0.7766,0.4601
stgcnpp,mixed_mild,2026,31,taking a selfie,276,0.8925,0.7428
stgcnpp,mixed_mild,2026,32,check time (from watch),276,0.8973,0.529
stgcnpp,mixed_mild,2026,33,rub two hands together,276,0.8913,0.3623
stgcnpp,mixed_mild,2026,34,nod head/bow,276,0.9674,0.7391
stgcnpp,mixed_mild,2026,35,shake head,275,0.9467,0.3055
stgcnpp,mixed_mild,2026,36,wipe face,276,0.8829,0.3768
stgcnpp,mixed_mild,2026,37,salute,276,0.9275,0.692
stgcnpp,mixed_mild,2026,38,put the palms together,276,0.9348,0.4167
stgcnpp,mixed_mild,2026,39,cross hands in front (say stop),276,0.936,0.6087
stgcnpp,mixed_mild,2026,40,sneeze/cough,276,0.7633,0.3841
stgcnpp,mixed_mild,2026,41,staggering,276,0.9952,0.3768
stgcnpp,mixed_mild,2026,42,falling,275,0.9891,0.7309
stgcnpp,mixed_mild,2026,43,touch head (headache),276,0.8164,0.2717
stgcnpp,mixed_mild,2026,44,touch chest (stomachache/heart pain),276,0.9312,0.5254
stgcnpp,mixed_mild,2026,45,touch back (backache),276,0.9312,0.5725
stgcnpp,mixed_mild,2026,46,touch neck (neckache),276,0.843,0.3043
stgcnpp,mixed_mild,2026,47,nausea or vomiting condition,275,0.8448,0.6218
stgcnpp,mixed_mild,2026,48,use a fan (with hand or paper)/feeling warm,275,0.9224,0.84
stgcnpp,mixed_mild,2026,49,punching/slapping other person,274,0.9027,0.3942
stgcnpp,mixed_mild,2026,50,kicking other person,276,0.936,0.3007
stgcnpp,mixed_mild,2026,51,pushing other person,276,0.9601,0.3007
stgcnpp,mixed_mild,2026,52,pat on back of other person,276,0.9239,0.5072
stgcnpp,mixed_mild,2026,53,point finger at the other person,276,0.9058,0.3152
stgcnpp,mixed_mild,2026,54,hugging other person,274,0.983,0.8431
stgcnpp,mixed_mild,2026,55,giving something to other person,276,0.9312,0.4529
stgcnpp,mixed_mild,2026,56,touch other person's pocket,275,0.9394,0.7091
stgcnpp,mixed_mild,2026,57,handshaking,276,0.9577,0.5
stgcnpp,mixed_mild,2026,58,walking towards each other,273,0.9951,0.4249
stgcnpp,mixed_mild,2026,59,walking apart from each other,276,0.9686,0.6449
stgcnpp,mixed_mild,3407,0,drink water,274,0.8637,0.5803
stgcnpp,mixed_mild,3407,1,eat meal/snack,275,0.7382,0.4036
stgcnpp,mixed_mild,3407,2,brushing teeth,273,0.8694,0.5238
stgcnpp,mixed_mild,3407,3,brushing hair,273,0.9267,0.5201
stgcnpp,mixed_mild,3407,4,drop,275,0.8848,0.4836
stgcnpp,mixed_mild,3407,5,pickup,275,0.9576,0.6836
stgcnpp,mixed_mild,3407,6,throw,275,0.9115,0.5418
stgcnpp,mixed_mild,3407,7,sitting down,273,0.9707,0.8352
stgcnpp,mixed_mild,3407,8,standing up (from sitting position),273,0.9792,0.8828
stgcnpp,mixed_mild,3407,9,clapping,273,0.812,0.5128
stgcnpp,mixed_mild,3407,10,reading,273,0.5873,0.293
stgcnpp,mixed_mild,3407,11,writing,272,0.5907,0.511
stgcnpp,mixed_mild,3407,12,tear up paper,271,0.9139,0.5609
stgcnpp,mixed_mild,3407,13,wear jacket,275,0.983,0.9091
stgcnpp,mixed_mild,3407,14,take off jacket,276,0.9734,0.7609
stgcnpp,mixed_mild,3407,15,wear a shoe,273,0.7131,0.4835
stgcnpp,mixed_mild,3407,16,take off a shoe,274,0.7798,0.5182
stgcnpp,mixed_mild,3407,17,wear on glasses,273,0.9206,0.7399
stgcnpp,mixed_mild,3407,18,take off glasses,274,0.9526,0.6569
stgcnpp,mixed_mild,3407,19,put on a hat/cap,272,0.9681,0.5919
stgcnpp,mixed_mild,3407,20,take off a hat/cap,273,0.9744,0.652
stgcnpp,mixed_mild,3407,21,cheer up,274,0.9367,0.781
stgcnpp,mixed_mild,3407,22,hand waving,274,0.9221,0.6679
stgcnpp,mixed_mild,3407,23,kicking something,276,0.9432,0.6667
stgcnpp,mixed_mild,3407,24,reach into pocket,274,0.8285,0.3978
stgcnpp,mixed_mild,3407,25,hopping (one foot jumping),275,0.9879,0.7891
stgcnpp,mixed_mild,3407,26,jump up,276,0.9988,0.8333
stgcnpp,mixed_mild,3407,27,make a phone call/answer phone,275,0.8933,0.4218
stgcnpp,mixed_mild,3407,28,playing with phone/tablet,275,0.7321,0.2691
stgcnpp,mixed_mild,3407,29,typing on a keyboard,275,0.7309,0.4982
stgcnpp,mixed_mild,3407,30,pointing to something with finger,276,0.7766,0.4348
stgcnpp,mixed_mild,3407,31,taking a selfie,276,0.8925,0.6594
stgcnpp,mixed_mild,3407,32,check time (from watch),276,0.8973,0.5145
stgcnpp,mixed_mild,3407,33,rub two hands together,276,0.8913,0.3804
stgcnpp,mixed_mild,3407,34,nod head/bow,276,0.9674,0.6268
stgcnpp,mixed_mild,3407,35,shake head,275,0.9467,0.2764
stgcnpp,mixed_mild,3407,36,wipe face,276,0.8829,0.337
stgcnpp,mixed_mild,3407,37,salute,276,0.9275,0.5978
stgcnpp,mixed_mild,3407,38,put the palms together,276,0.9348,0.4819
stgcnpp,mixed_mild,3407,39,cross hands in front (say stop),276,0.936,0.6848
stgcnpp,mixed_mild,3407,40,sneeze/cough,276,0.7633,0.3551
stgcnpp,mixed_mild,3407,41,staggering,276,0.9952,0.4058
stgcnpp,mixed_mild,3407,42,falling,275,0.9891,0.8291
stgcnpp,mixed_mild,3407,43,touch head (headache),276,0.8164,0.413
stgcnpp,mixed_mild,3407,44,touch chest (stomachache/heart pain),276,0.9312,0.6304
stgcnpp,mixed_mild,3407,45,touch back (backache),276,0.9312,0.4638
stgcnpp,mixed_mild,3407,46,touch neck (neckache),276,0.843,0.337
stgcnpp,mixed_mild,3407,47,nausea or vomiting condition,275,0.8448,0.5891
stgcnpp,mixed_mild,3407,48,use a fan (with hand or paper)/feeling warm,275,0.9224,0.8764
stgcnpp,mixed_mild,3407,49,punching/slapping other person,274,0.9027,0.3248
stgcnpp,mixed_mild,3407,50,kicking other person,276,0.936,0.4203
stgcnpp,mixed_mild,3407,51,pushing other person,276,0.9601,0.3732
stgcnpp,mixed_mild,3407,52,pat on back of other person,276,0.9239,0.4891
stgcnpp,mixed_mild,3407,53,point finger at the other person,276,0.9058,0.3768
stgcnpp,mixed_mild,3407,54,hugging other person,274,0.983,0.7299
stgcnpp,mixed_mild,3407,55,giving something to other person,276,0.9312,0.4312
stgcnpp,mixed_mild,3407,56,touch other person's pocket,275,0.9394,0.4545
stgcnpp,mixed_mild,3407,57,handshaking,276,0.9577,0.3949
stgcnpp,mixed_mild,3407,58,walking towards each other,273,0.9951,0.4432
stgcnpp,mixed_mild,3407,59,walking apart from each other,276,0.9686,0.8116
stgcnpp,joint_missing_moderate,255,0,drink water,274,0.8637,0.365
stgcnpp,joint_missing_moderate,255,1,eat meal/snack,275,0.7382,0.1127
stgcnpp,joint_missing_moderate,255,2,brushing teeth,273,0.8694,0.011
stgcnpp,joint_missing_moderate,255,3,brushing hair,273,0.9267,0.4359
stgcnpp,joint_missing_moderate,255,4,drop,275,0.8848,0.0036
stgcnpp,joint_missing_moderate,255,5,pickup,275,0.9576,0.0036
stgcnpp,joint_missing_moderate,255,6,throw,275,0.9115,0.0364
stgcnpp,joint_missing_moderate,255,7,sitting down,273,0.9707,0.0842
stgcnpp,joint_missing_moderate,255,8,standing up (from sitting position),273,0.9792,0.2454
stgcnpp,joint_missing_moderate,255,9,clapping,273,0.812,0.0733
stgcnpp,joint_missing_moderate,255,10,reading,273,0.5873,0.0916
stgcnpp,joint_missing_moderate,255,11,writing,272,0.5907,0.0919
stgcnpp,joint_missing_moderate,255,12,tear up paper,271,0.9139,0.0775
stgcnpp,joint_missing_moderate,255,13,wear jacket,275,0.983,0.8873
stgcnpp,joint_missing_moderate,255,14,take off jacket,276,0.9734,0.0833
stgcnpp,joint_missing_moderate,255,15,wear a shoe,273,0.7131,0.1502
stgcnpp,joint_missing_moderate,255,16,take off a shoe,274,0.7798,0.0182
stgcnpp,joint_missing_moderate,255,17,wear on glasses,273,0.9206,0.2381
stgcnpp,joint_missing_moderate,255,18,take off glasses,274,0.9526,0.146
stgcnpp,joint_missing_moderate,255,19,put on a hat/cap,272,0.9681,0.1691
stgcnpp,joint_missing_moderate,255,20,take off a hat/cap,273,0.9744,0.1355
stgcnpp,joint_missing_moderate,255,21,cheer up,274,0.9367,0.0985
stgcnpp,joint_missing_moderate,255,22,hand waving,274,0.9221,0.0766
stgcnpp,joint_missing_moderate,255,23,kicking something,276,0.9432,0.0
stgcnpp,joint_missing_moderate,255,24,reach into pocket,274,0.8285,0.0
stgcnpp,joint_missing_moderate,255,25,hopping (one foot jumping),275,0.9879,0.0255
stgcnpp,joint_missing_moderate,255,26,jump up,276,0.9988,0.0
stgcnpp,joint_missing_moderate,255,27,make a phone call/answer phone,275,0.8933,0.0836
stgcnpp,joint_missing_moderate,255,28,playing with phone/tablet,275,0.7321,0.7309
stgcnpp,joint_missing_moderate,255,29,typing on a keyboard,275,0.7309,0.4218
stgcnpp,joint_missing_moderate,255,30,pointing to something with finger,276,0.7766,0.029
stgcnpp,joint_missing_moderate,255,31,taking a selfie,276,0.8925,0.3877
stgcnpp,joint_missing_moderate,255,32,check time (from watch),276,0.8973,0.029
stgcnpp,joint_missing_moderate,255,33,rub two hands together,276,0.8913,0.2862
stgcnpp,joint_missing_moderate,255,34,nod head/bow,276,0.9674,0.1522
stgcnpp,joint_missing_moderate,255,35,shake head,275,0.9467,0.0
stgcnpp,joint_missing_moderate,255,36,wipe face,276,0.8829,0.2065
stgcnpp,joint_missing_moderate,255,37,salute,276,0.9275,0.0254
stgcnpp,joint_missing_moderate,255,38,put the palms together,276,0.9348,0.0978
stgcnpp,joint_missing_moderate,255,39,cross hands in front (say stop),276,0.936,0.3188
stgcnpp,joint_missing_moderate,255,40,sneeze/cough,276,0.7633,0.0
stgcnpp,joint_missing_moderate,255,41,staggering,276,0.9952,0.0
stgcnpp,joint_missing_moderate,255,42,falling,275,0.9891,0.0145
stgcnpp,joint_missing_moderate,255,43,touch head (headache),276,0.8164,0.0326
stgcnpp,joint_missing_moderate,255,44,touch chest (stomachache/heart pain),276,0.9312,0.5109
stgcnpp,joint_missing_moderate,255,45,touch back (backache),276,0.9312,0.0036
stgcnpp,joint_missing_moderate,255,46,touch neck (neckache),276,0.843,0.1304
stgcnpp,joint_missing_moderate,255,47,nausea or vomiting condition,275,0.8448,0.6218
stgcnpp,joint_missing_moderate,255,48,use a fan (with hand or paper)/feeling warm,275,0.9224,0.7455
stgcnpp,joint_missing_moderate,255,49,punching/slapping other person,274,0.9027,0.0
stgcnpp,joint_missing_moderate,255,50,kicking other person,276,0.936,0.0
stgcnpp,joint_missing_moderate,255,51,pushing other person,276,0.9601,0.0
stgcnpp,joint_missing_moderate,255,52,pat on back of other person,276,0.9239,0.1957
stgcnpp,joint_missing_moderate,255,53,point finger at the other person,276,0.9058,0.0
stgcnpp,joint_missing_moderate,255,54,hugging other person,274,0.983,0.9088
stgcnpp,joint_missing_moderate,255,55,giving something to other person,276,0.9312,0.0362
stgcnpp,joint_missing_moderate,255,56,touch other person's pocket,275,0.9394,0.0145
stgcnpp,joint_missing_moderate,255,57,handshaking,276,0.9577,0.0145
stgcnpp,joint_missing_moderate,255,58,walking towards each other,273,0.9951,0.0073
stgcnpp,joint_missing_moderate,255,59,walking apart from each other,276,0.9686,0.058
stgcnpp,joint_missing_moderate,2026,0,drink water,274,0.8637,0.2263
stgcnpp,joint_missing_moderate,2026,1,eat meal/snack,275,0.7382,0.2291
stgcnpp,joint_missing_moderate,2026,2,brushing teeth,273,0.8694,0.3407
stgcnpp,joint_missing_moderate,2026,3,brushing hair,273,0.9267,0.0952
stgcnpp,joint_missing_moderate,2026,4,drop,275,0.8848,0.0036
stgcnpp,joint_missing_moderate,2026,5,pickup,275,0.9576,0.0764
stgcnpp,joint_missing_moderate,2026,6,throw,275,0.9115,0.1309
stgcnpp,joint_missing_moderate,2026,7,sitting down,273,0.9707,0.044
stgcnpp,joint_missing_moderate,2026,8,standing up (from sitting position),273,0.9792,0.6227
stgcnpp,joint_missing_moderate,2026,9,clapping,273,0.812,0.0842
stgcnpp,joint_missing_moderate,2026,10,reading,273,0.5873,0.0806
stgcnpp,joint_missing_moderate,2026,11,writing,272,0.5907,0.1507
stgcnpp,joint_missing_moderate,2026,12,tear up paper,271,0.9139,0.0221
stgcnpp,joint_missing_moderate,2026,13,wear jacket,275,0.983,0.88
stgcnpp,joint_missing_moderate,2026,14,take off jacket,276,0.9734,0.2609
stgcnpp,joint_missing_moderate,2026,15,wear a shoe,273,0.7131,0.3773
stgcnpp,joint_missing_moderate,2026,16,take off a shoe,274,0.7798,0.0474
stgcnpp,joint_missing_moderate,2026,17,wear on glasses,273,0.9206,0.2308
stgcnpp,joint_missing_moderate,2026,18,take off glasses,274,0.9526,0.135
stgcnpp,joint_missing_moderate,2026,19,put on a hat/cap,272,0.9681,0.4375
stgcnpp,joint_missing_moderate,2026,20,take off a hat/cap,273,0.9744,0.2967
stgcnpp,joint_missing_moderate,2026,21,cheer up,274,0.9367,0.3723
stgcnpp,joint_missing_moderate,2026,22,hand waving,274,0.9221,0.438
stgcnpp,joint_missing_moderate,2026,23,kicking something,276,0.9432,0.0036
stgcnpp,joint_missing_moderate,2026,24,reach into pocket,274,0.8285,0.0985
stgcnpp,joint_missing_moderate,2026,25,hopping (one foot jumping),275,0.9879,0.0255
stgcnpp,joint_missing_moderate,2026,26,jump up,276,0.9988,0.0326
stgcnpp,joint_missing_moderate,2026,27,make a phone call/answer phone,275,0.8933,0.0473
stgcnpp,joint_missing_moderate,2026,28,playing with phone/tablet,275,0.7321,0.1564
stgcnpp,joint_missing_moderate,2026,29,typing on a keyboard,275,0.7309,0.7055
stgcnpp,joint_missing_moderate,2026,30,pointing to something with finger,276,0.7766,0.221
stgcnpp,joint_missing_moderate,2026,31,taking a selfie,276,0.8925,0.6848
stgcnpp,joint_missing_moderate,2026,32,check time (from watch),276,0.8973,0.0145
stgcnpp,joint_missing_moderate,2026,33,rub two hands together,276,0.8913,0.2355
stgcnpp,joint_missing_moderate,2026,34,nod head/bow,276,0.9674,0.5761
stgcnpp,joint_missing_moderate,2026,35,shake head,275,0.9467,0.0436
stgcnpp,joint_missing_moderate,2026,36,wipe face,276,0.8829,0.7138
stgcnpp,joint_missing_moderate,2026,37,salute,276,0.9275,0.1558
stgcnpp,joint_missing_moderate,2026,38,put the palms together,276,0.9348,0.0507
stgcnpp,joint_missing_moderate,2026,39,cross hands in front (say stop),276,0.936,0.3986
stgcnpp,joint_missing_moderate,2026,40,sneeze/cough,276,0.7633,0.1413
stgcnpp,joint_missing_moderate,2026,41,staggering,276,0.9952,0.0
stgcnpp,joint_missing_moderate,2026,42,falling,275,0.9891,0.0073
stgcnpp,joint_missing_moderate,2026,43,touch head (headache),276,0.8164,0.029
stgcnpp,joint_missing_moderate,2026,44,touch chest (stomachache/heart pain),276,0.9312,0.2065
stgcnpp,joint_missing_moderate,2026,45,touch back (backache),276,0.9312,0.2174
stgcnpp,joint_missing_moderate,2026,46,touch neck (neckache),276,0.843,0.0036
stgcnpp,joint_missing_moderate,2026,47,nausea or vomiting condition,275,0.8448,0.6909
stgcnpp,joint_missing_moderate,2026,48,use a fan (with hand or paper)/feeling warm,275,0.9224,0.8145
stgcnpp,joint_missing_moderate,2026,49,punching/slapping other person,274,0.9027,0.0
stgcnpp,joint_missing_moderate,2026,50,kicking other person,276,0.936,0.0
stgcnpp,joint_missing_moderate,2026,51,pushing other person,276,0.9601,0.0036
stgcnpp,joint_missing_moderate,2026,52,pat on back of other person,276,0.9239,0.1087
stgcnpp,joint_missing_moderate,2026,53,point finger at the other person,276,0.9058,0.0109
stgcnpp,joint_missing_moderate,2026,54,hugging other person,274,0.983,0.6569
stgcnpp,joint_missing_moderate,2026,55,giving something to other person,276,0.9312,0.0036
stgcnpp,joint_missing_moderate,2026,56,touch other person's pocket,275,0.9394,0.6473
stgcnpp,joint_missing_moderate,2026,57,handshaking,276,0.9577,0.4022
stgcnpp,joint_missing_moderate,2026,58,walking towards each other,273,0.9951,0.0513
stgcnpp,joint_missing_moderate,2026,59,walking apart from each other,276,0.9686,0.0181
stgcnpp,joint_missing_moderate,3407,0,drink water,274,0.8637,0.2774
stgcnpp,joint_missing_moderate,3407,1,eat meal/snack,275,0.7382,0.2182
stgcnpp,joint_missing_moderate,3407,2,brushing teeth,273,0.8694,0.1612
stgcnpp,joint_missing_moderate,3407,3,brushing hair,273,0.9267,0.381
stgcnpp,joint_missing_moderate,3407,4,drop,275,0.8848,0.04
stgcnpp,joint_missing_moderate,3407,5,pickup,275,0.9576,0.3273
stgcnpp,joint_missing_moderate,3407,6,throw,275,0.9115,0.0764
stgcnpp,joint_missing_moderate,3407,7,sitting down,273,0.9707,0.3846
stgcnpp,joint_missing_moderate,3407,8,standing up (from sitting position),273,0.9792,0.5311
stgcnpp,joint_missing_moderate,3407,9,clapping,273,0.812,0.2711
stgcnpp,joint_missing_moderate,3407,10,reading,273,0.5873,0.0916
stgcnpp,joint_missing_moderate,3407,11,writing,272,0.5907,0.5478
stgcnpp,joint_missing_moderate,3407,12,tear up paper,271,0.9139,0.1808
stgcnpp,joint_missing_moderate,3407,13,wear jacket,275,0.983,0.9345
stgcnpp,joint_missing_moderate,3407,14,take off jacket,276,0.9734,0.7065
stgcnpp,joint_missing_moderate,3407,15,wear a shoe,273,0.7131,0.4725
stgcnpp,joint_missing_moderate,3407,16,take off a shoe,274,0.7798,0.1095
stgcnpp,joint_missing_moderate,3407,17,wear on glasses,273,0.9206,0.4103
stgcnpp,joint_missing_moderate,3407,18,take off glasses,274,0.9526,0.3321
stgcnpp,joint_missing_moderate,3407,19,put on a hat/cap,272,0.9681,0.2868
stgcnpp,joint_missing_moderate,3407,20,take off a hat/cap,273,0.9744,0.3553
stgcnpp,joint_missing_moderate,3407,21,cheer up,274,0.9367,0.208
stgcnpp,joint_missing_moderate,3407,22,hand waving,274,0.9221,0.4562
stgcnpp,joint_missing_moderate,3407,23,kicking something,276,0.9432,0.0435
stgcnpp,joint_missing_moderate,3407,24,reach into pocket,274,0.8285,0.1715
stgcnpp,joint_missing_moderate,3407,25,hopping (one foot jumping),275,0.9879,0.1527
stgcnpp,joint_missing_moderate,3407,26,jump up,276,0.9988,0.4094
stgcnpp,joint_missing_moderate,3407,27,make a phone call/answer phone,275,0.8933,0.1309
stgcnpp,joint_missing_moderate,3407,28,playing with phone/tablet,275,0.7321,0.1164
stgcnpp,joint_missing_moderate,3407,29,typing on a keyboard,275,0.7309,0.3709
stgcnpp,joint_missing_moderate,3407,30,pointing to something with finger,276,0.7766,0.0761
stgcnpp,joint_missing_moderate,3407,31,taking a selfie,276,0.8925,0.3949
stgcnpp,joint_missing_moderate,3407,32,check time (from watch),276,0.8973,0.0652
stgcnpp,joint_missing_moderate,3407,33,rub two hands together,276,0.8913,0.163
stgcnpp,joint_missing_moderate,3407,34,nod head/bow,276,0.9674,0.3225
stgcnpp,joint_missing_moderate,3407,35,shake head,275,0.9467,0.0036
stgcnpp,joint_missing_moderate,3407,36,wipe face,276,0.8829,0.3442
stgcnpp,joint_missing_moderate,3407,37,salute,276,0.9275,0.2283
stgcnpp,joint_missing_moderate,3407,38,put the palms together,276,0.9348,0.1667
stgcnpp,joint_missing_moderate,3407,39,cross hands in front (say stop),276,0.936,0.4855
stgcnpp,joint_missing_moderate,3407,40,sneeze/cough,276,0.7633,0.1123
stgcnpp,joint_missing_moderate,3407,41,staggering,276,0.9952,0.0
stgcnpp,joint_missing_moderate,3407,42,falling,275,0.9891,0.3273
stgcnpp,joint_missing_moderate,3407,43,touch head (headache),276,0.8164,0.0507
stgcnpp,joint_missing_moderate,3407,44,touch chest (stomachache/heart pain),276,0.9312,0.4819
stgcnpp,joint_missing_moderate,3407,45,touch back (backache),276,0.9312,0.0362
stgcnpp,joint_missing_moderate,3407,46,touch neck (neckache),276,0.843,0.0507
stgcnpp,joint_missing_moderate,3407,47,nausea or vomiting condition,275,0.8448,0.6036
stgcnpp,joint_missing_moderate,3407,48,use a fan (with hand or paper)/feeling warm,275,0.9224,0.9091
stgcnpp,joint_missing_moderate,3407,49,punching/slapping other person,274,0.9027,0.0036
stgcnpp,joint_missing_moderate,3407,50,kicking other person,276,0.936,0.0036
stgcnpp,joint_missing_moderate,3407,51,pushing other person,276,0.9601,0.0
stgcnpp,joint_missing_moderate,3407,52,pat on back of other person,276,0.9239,0.0254
stgcnpp,joint_missing_moderate,3407,53,point finger at the other person,276,0.9058,0.0543
