model,condition,class_id,action,support,clean_accuracy,mean_accuracy,std_accuracy,absolute_drop
stgcnpp,joint_missing_severe,56,touch other person's pocket,275,0.9394,0.0703,0.1218,0.8691
stgcnpp,joint_missing_severe,57,handshaking,276,0.9577,0.0906,0.1569,0.8671
stgcnpp,joint_missing_severe,58,walking towards each other,273,0.9951,0.0049,0.0021,0.9902
stgcnpp,joint_missing_severe,59,walking apart from each other,276,0.9686,0.0181,0.0181,0.9505
stgcnpp,limb_occlusion_severe,0,drink water,274,0.8637,0.3674,0.0111,0.4964
stgcnpp,limb_occlusion_severe,1,eat meal/snack,275,0.7382,0.2848,0.0111,0.4533
stgcnpp,limb_occlusion_severe,2,brushing teeth,273,0.8694,0.3321,0.0085,0.5372
stgcnpp,limb_occlusion_severe,3,brushing hair,273,0.9267,0.4249,0.0132,0.5018
stgcnpp,limb_occlusion_severe,4,drop,275,0.8848,0.3224,0.0128,0.5624
stgcnpp,limb_occlusion_severe,5,pickup,275,0.9576,0.2133,0.0414,0.7442
stgcnpp,limb_occlusion_severe,6,throw,275,0.9115,0.3273,0.0096,0.5842
stgcnpp,limb_occlusion_severe,7,sitting down,273,0.9707,0.3797,0.0275,0.591
stgcnpp,limb_occlusion_severe,8,standing up (from sitting position),273,0.9792,0.5397,0.229,0.4396
stgcnpp,limb_occlusion_severe,9,clapping,273,0.812,0.265,0.0118,0.547
stgcnpp,limb_occlusion_severe,10,reading,273,0.5873,0.3846,0.0519,0.2027
stgcnpp,limb_occlusion_severe,11,writing,272,0.5907,0.3909,0.0278,0.1998
stgcnpp,limb_occlusion_severe,12,tear up paper,271,0.9139,0.3112,0.0174,0.6027
stgcnpp,limb_occlusion_severe,13,wear jacket,275,0.983,0.3127,0.0766,0.6703
stgcnpp,limb_occlusion_severe,14,take off jacket,276,0.9734,0.5048,0.0179,0.4686
stgcnpp,limb_occlusion_severe,15,wear a shoe,273,0.7131,0.1978,0.117,0.5153
stgcnpp,limb_occlusion_severe,16,take off a shoe,274,0.7798,0.3467,0.1097,0.4331
stgcnpp,limb_occlusion_severe,17,wear on glasses,273,0.9206,0.4689,0.0168,0.4518
stgcnpp,limb_occlusion_severe,18,take off glasses,274,0.9526,0.5304,0.0147,0.4221
stgcnpp,limb_occlusion_severe,19,put on a hat/cap,272,0.9681,0.3971,0.1122,0.5711
stgcnpp,limb_occlusion_severe,20,take off a hat/cap,273,0.9744,0.4371,0.0056,0.5372
stgcnpp,limb_occlusion_severe,21,cheer up,274,0.9367,0.3443,0.0769,0.5925
stgcnpp,limb_occlusion_severe,22,hand waving,274,0.9221,0.4586,0.0428,0.4635
stgcnpp,limb_occlusion_severe,23,kicking something,276,0.9432,0.4481,0.0352,0.4952
stgcnpp,limb_occlusion_severe,24,reach into pocket,274,0.8285,0.427,0.0442,0.4015
stgcnpp,limb_occlusion_severe,25,hopping (one foot jumping),275,0.9879,0.617,0.1473,0.3709
stgcnpp,limb_occlusion_severe,26,jump up,276,0.9988,0.3708,0.0967,0.628
stgcnpp,limb_occlusion_severe,27,make a phone call/answer phone,275,0.8933,0.3576,0.0147,0.5358
stgcnpp,limb_occlusion_severe,28,playing with phone/tablet,275,0.7321,0.3818,0.038,0.3503
stgcnpp,limb_occlusion_severe,29,typing on a keyboard,275,0.7309,0.4994,0.0675,0.2315
stgcnpp,limb_occlusion_severe,30,pointing to something with finger,276,0.7766,0.3285,0.0021,0.4481
stgcnpp,limb_occlusion_severe,31,taking a selfie,276,0.8925,0.3527,0.0218,0.5399
stgcnpp,limb_occlusion_severe,32,check time (from watch),276,0.8973,0.337,0.0036,0.5604
stgcnpp,limb_occlusion_severe,33,rub two hands together,276,0.8913,0.3623,0.0548,0.529
stgcnpp,limb_occlusion_severe,34,nod head/bow,276,0.9674,0.3684,0.0163,0.599
stgcnpp,limb_occlusion_severe,35,shake head,275,0.9467,0.3733,0.0056,0.5733
stgcnpp,limb_occlusion_severe,36,wipe face,276,0.8829,0.2258,0.0212,0.657
stgcnpp,limb_occlusion_severe,37,salute,276,0.9275,0.3478,0.0072,0.5797
stgcnpp,limb_occlusion_severe,38,put the palms together,276,0.9348,0.2874,0.0555,0.6473
stgcnpp,limb_occlusion_severe,39,cross hands in front (say stop),276,0.936,0.1111,0.0146,0.8249
stgcnpp,limb_occlusion_severe,40,sneeze/cough,276,0.7633,0.1884,0.0487,0.5749
stgcnpp,limb_occlusion_severe,41,staggering,276,0.9952,0.1316,0.045,0.8635
stgcnpp,limb_occlusion_severe,42,falling,275,0.9891,0.2206,0.0939,0.7685
stgcnpp,limb_occlusion_severe,43,touch head (headache),276,0.8164,0.2645,0.0261,0.5519
stgcnpp,limb_occlusion_severe,44,touch chest (stomachache/heart pain),276,0.9312,0.4976,0.0308,0.4336
stgcnpp,limb_occlusion_severe,45,touch back (backache),276,0.9312,0.5435,0.0507,0.3877
stgcnpp,limb_occlusion_severe,46,touch neck (neckache),276,0.843,0.3563,0.0111,0.4867
stgcnpp,limb_occlusion_severe,47,nausea or vomiting condition,275,0.8448,0.1673,0.0096,0.6776
stgcnpp,limb_occlusion_severe,48,use a fan (with hand or paper)/feeling warm,275,0.9224,0.4242,0.0187,0.4982
stgcnpp,limb_occlusion_severe,49,punching/slapping other person,274,0.9027,0.2616,0.0741,0.6411
stgcnpp,limb_occlusion_severe,50,kicking other person,276,0.936,0.3551,0.0978,0.5809
stgcnpp,limb_occlusion_severe,51,pushing other person,276,0.9601,0.3587,0.0297,0.6014
stgcnpp,limb_occlusion_severe,52,pat on back of other person,276,0.9239,0.4529,0.0471,0.471
stgcnpp,limb_occlusion_severe,53,point finger at the other person,276,0.9058,0.1522,0.0283,0.7536
stgcnpp,limb_occlusion_severe,54,hugging other person,274,0.983,0.5109,0.0411,0.472
stgcnpp,limb_occlusion_severe,55,giving something to other person,276,0.9312,0.3357,0.0638,0.5954
stgcnpp,limb_occlusion_severe,56,touch other person's pocket,275,0.9394,0.4921,0.053,0.4473
stgcnpp,limb_occlusion_severe,57,handshaking,276,0.9577,0.3696,0.0632,0.5882
stgcnpp,limb_occlusion_severe,58,walking towards each other,273,0.9951,0.21,0.0112,0.7851
stgcnpp,limb_occlusion_severe,59,walking apart from each other,276,0.9686,0.4601,0.1188,0.5085
stgcnpp,coord_noise_severe,0,drink water,274,0.8637,0.0,0.0,0.8637
stgcnpp,coord_noise_severe,1,eat meal/snack,275,0.7382,0.0,0.0,0.7382
stgcnpp,coord_noise_severe,2,brushing teeth,273,0.8694,0.0,0.0,0.8694
stgcnpp,coord_noise_severe,3,brushing hair,273,0.9267,0.0549,0.0952,0.8718
stgcnpp,coord_noise_severe,4,drop,275,0.8848,0.0,0.0,0.8848
stgcnpp,coord_noise_severe,5,pickup,275,0.9576,0.0885,0.1533,0.8691
stgcnpp,coord_noise_severe,6,throw,275,0.9115,0.0012,0.0021,0.9103
stgcnpp,coord_noise_severe,7,sitting down,273,0.9707,0.1941,0.3237,0.7766
stgcnpp,coord_noise_severe,8,standing up (from sitting position),273,0.9792,0.0,0.0,0.9792
stgcnpp,coord_noise_severe,9,clapping,273,0.812,0.0147,0.0254,0.7973
stgcnpp,coord_noise_severe,10,reading,273,0.5873,0.0012,0.0021,0.5861
stgcnpp,coord_noise_severe,11,writing,272,0.5907,0.2757,0.1325,0.315
stgcnpp,coord_noise_severe,12,tear up paper,271,0.9139,0.0,0.0,0.9139
stgcnpp,coord_noise_severe,13,wear jacket,275,0.983,0.4012,0.4614,0.5818
stgcnpp,coord_noise_severe,14,take off jacket,276,0.9734,0.0012,0.0021,0.9722
stgcnpp,coord_noise_severe,15,wear a shoe,273,0.7131,0.2222,0.2475,0.4908
stgcnpp,coord_noise_severe,16,take off a shoe,274,0.7798,0.0645,0.0699,0.7153
stgcnpp,coord_noise_severe,17,wear on glasses,273,0.9206,0.0,0.0,0.9206
stgcnpp,coord_noise_severe,18,take off glasses,274,0.9526,0.0,0.0,0.9526
stgcnpp,coord_noise_severe,19,put on a hat/cap,272,0.9681,0.0,0.0,0.9681
stgcnpp,coord_noise_severe,20,take off a hat/cap,273,0.9744,0.0,0.0,0.9744
stgcnpp,coord_noise_severe,21,cheer up,274,0.9367,0.0,0.0,0.9367
stgcnpp,coord_noise_severe,22,hand waving,274,0.9221,0.0049,0.0084,0.9173
stgcnpp,coord_noise_severe,23,kicking something,276,0.9432,0.0012,0.0021,0.942
stgcnpp,coord_noise_severe,24,reach into pocket,274,0.8285,0.0,0.0,0.8285
stgcnpp,coord_noise_severe,25,hopping (one foot jumping),275,0.9879,0.0,0.0,0.9879
stgcnpp,coord_noise_severe,26,jump up,276,0.9988,0.0,0.0,0.9988
stgcnpp,coord_noise_severe,27,make a phone call/answer phone,275,0.8933,0.0,0.0,0.8933
stgcnpp,coord_noise_severe,28,playing with phone/tablet,275,0.7321,0.0048,0.0084,0.7273
stgcnpp,coord_noise_severe,29,typing on a keyboard,275,0.7309,0.0182,0.0315,0.7127
stgcnpp,coord_noise_severe,30,pointing to something with finger,276,0.7766,0.0,0.0,0.7766
stgcnpp,coord_noise_severe,31,taking a selfie,276,0.8925,0.0266,0.0304,0.8659
stgcnpp,coord_noise_severe,32,check time (from watch),276,0.8973,0.0,0.0,0.8973
stgcnpp,coord_noise_severe,33,rub two hands together,276,0.8913,0.0012,0.0021,0.8901
stgcnpp,coord_noise_severe,34,nod head/bow,276,0.9674,0.1739,0.2857,0.7935
stgcnpp,coord_noise_severe,35,shake head,275,0.9467,0.0,0.0,0.9467
stgcnpp,coord_noise_severe,36,wipe face,276,0.8829,0.0072,0.0126,0.8756
stgcnpp,coord_noise_severe,37,salute,276,0.9275,0.0,0.0,0.9275
stgcnpp,coord_noise_severe,38,put the palms together,276,0.9348,0.0,0.0,0.9348
stgcnpp,coord_noise_severe,39,cross hands in front (say stop),276,0.936,0.006,0.0105,0.93
stgcnpp,coord_noise_severe,40,sneeze/cough,276,0.7633,0.0,0.0,0.7633
stgcnpp,coord_noise_severe,41,staggering,276,0.9952,0.0,0.0,0.9952
stgcnpp,coord_noise_severe,42,falling,275,0.9891,0.0642,0.0421,0.9248
stgcnpp,coord_noise_severe,43,touch head (headache),276,0.8164,0.0,0.0,0.8164
stgcnpp,coord_noise_severe,44,touch chest (stomachache/heart pain),276,0.9312,0.0,0.0,0.9312
stgcnpp,coord_noise_severe,45,touch back (backache),276,0.9312,0.1763,0.2776,0.7548
stgcnpp,coord_noise_severe,46,touch neck (neckache),276,0.843,0.0012,0.0021,0.8418
stgcnpp,coord_noise_severe,47,nausea or vomiting condition,275,0.8448,0.1624,0.0151,0.6824
stgcnpp,coord_noise_severe,48,use a fan (with hand or paper)/feeling warm,275,0.9224,0.8291,0.1266,0.0933
stgcnpp,coord_noise_severe,49,punching/slapping other person,274,0.9027,0.0024,0.0042,0.9002
stgcnpp,coord_noise_severe,50,kicking other person,276,0.936,0.0,0.0,0.936
stgcnpp,coord_noise_severe,51,pushing other person,276,0.9601,0.0,0.0,0.9601
stgcnpp,coord_noise_severe,52,pat on back of other person,276,0.9239,0.0,0.0,0.9239
stgcnpp,coord_noise_severe,53,point finger at the other person,276,0.9058,0.0048,0.0084,0.901
stgcnpp,coord_noise_severe,54,hugging other person,274,0.983,0.2689,0.2328,0.7141
stgcnpp,coord_noise_severe,55,giving something to other person,276,0.9312,0.0,0.0,0.9312
stgcnpp,coord_noise_severe,56,touch other person's pocket,275,0.9394,0.0339,0.0468,0.9055
stgcnpp,coord_noise_severe,57,handshaking,276,0.9577,0.0181,0.0314,0.9396
stgcnpp,coord_noise_severe,58,walking towards each other,273,0.9951,0.2674,0.1704,0.7277
stgcnpp,coord_noise_severe,59,walking apart from each other,276,0.9686,0.1123,0.1945,0.8563
stgcnpp,frame_missing_severe,0,drink water,274,0.8637,0.6436,0.0628,0.2202
stgcnpp,frame_missing_severe,1,eat meal/snack,275,0.7382,0.4218,0.0513,0.3164
stgcnpp,frame_missing_severe,2,brushing teeth,273,0.8694,0.6239,0.0827,0.2454
stgcnpp,frame_missing_severe,3,brushing hair,273,0.9267,0.6471,0.0056,0.2796
stgcnpp,frame_missing_severe,4,drop,275,0.8848,0.7321,0.106,0.1527
stgcnpp,frame_missing_severe,5,pickup,275,0.9576,0.72,0.0855,0.2376
stgcnpp,frame_missing_severe,6,throw,275,0.9115,0.6582,0.0824,0.2533
stgcnpp,frame_missing_severe,7,sitting down,273,0.9707,0.8632,0.0332,0.1074
stgcnpp,frame_missing_severe,8,standing up (from sitting position),273,0.9792,0.9035,0.0112,0.0757
stgcnpp,frame_missing_severe,9,clapping,273,0.812,0.5714,0.0168,0.2405
stgcnpp,frame_missing_severe,10,reading,273,0.5873,0.3761,0.0563,0.2112
stgcnpp,frame_missing_severe,11,writing,272,0.5907,0.4032,0.0317,0.1875
stgcnpp,frame_missing_severe,12,tear up paper,271,0.9139,0.6802,0.0769,0.2337
stgcnpp,frame_missing_severe,13,wear jacket,275,0.983,0.8182,0.0378,0.1648
stgcnpp,frame_missing_severe,14,take off jacket,276,0.9734,0.8043,0.022,0.1691
stgcnpp,frame_missing_severe,15,wear a shoe,273,0.7131,0.4469,0.0699,0.2662
stgcnpp,frame_missing_severe,16,take off a shoe,274,0.7798,0.5182,0.0109,0.2616
stgcnpp,frame_missing_severe,17,wear on glasses,273,0.9206,0.5495,0.0839,0.3712
stgcnpp,frame_missing_severe,18,take off glasses,274,0.9526,0.4708,0.066,0.4818
stgcnpp,frame_missing_severe,19,put on a hat/cap,272,0.9681,0.6471,0.0578,0.3211
stgcnpp,frame_missing_severe,20,take off a hat/cap,273,0.9744,0.5861,0.0603,0.3883
stgcnpp,frame_missing_severe,21,cheer up,274,0.9367,0.8735,0.0201,0.0633
stgcnpp,frame_missing_severe,22,hand waving,274,0.9221,0.7384,0.0259,0.1837
stgcnpp,frame_missing_severe,23,kicking something,276,0.9432,0.8225,0.0435,0.1208
stgcnpp,frame_missing_severe,24,reach into pocket,274,0.8285,0.4246,0.1311,0.4039
stgcnpp,frame_missing_severe,25,hopping (one foot jumping),275,0.9879,0.8776,0.02,0.1103
stgcnpp,frame_missing_severe,26,jump up,276,0.9988,0.7911,0.0241,0.2077
stgcnpp,frame_missing_severe,27,make a phone call/answer phone,275,0.8933,0.4897,0.0651,0.4036
stgcnpp,frame_missing_severe,28,playing with phone/tablet,275,0.7321,0.5709,0.0492,0.1612
stgcnpp,frame_missing_severe,29,typing on a keyboard,275,0.7309,0.6255,0.0978,0.1055
stgcnpp,frame_missing_severe,30,pointing to something with finger,276,0.7766,0.7512,0.0437,0.0254
stgcnpp,frame_missing_severe,31,taking a selfie,276,0.8925,0.5543,0.1419,0.3382
stgcnpp,frame_missing_severe,32,check time (from watch),276,0.8973,0.6316,0.0171,0.2657
stgcnpp,frame_missing_severe,33,rub two hands together,276,0.8913,0.5894,0.0998,0.3019
stgcnpp,frame_missing_severe,34,nod head/bow,276,0.9674,0.8841,0.0322,0.0833
stgcnpp,frame_missing_severe,35,shake head,275,0.9467,0.6861,0.126,0.2606
stgcnpp,frame_missing_severe,36,wipe face,276,0.8829,0.4952,0.0509,0.3877
stgcnpp,frame_missing_severe,37,salute,276,0.9275,0.814,0.097,0.1135
stgcnpp,frame_missing_severe,38,put the palms together,276,0.9348,0.7536,0.0474,0.1812
stgcnpp,frame_missing_severe,39,cross hands in front (say stop),276,0.936,0.628,0.0733,0.308
stgcnpp,frame_missing_severe,40,sneeze/cough,276,0.7633,0.471,0.0131,0.2923
stgcnpp,frame_missing_severe,41,staggering,276,0.9952,0.6449,0.0661,0.3502
stgcnpp,frame_missing_severe,42,falling,275,0.9891,0.9067,0.0219,0.0824
stgcnpp,frame_missing_severe,43,touch head (headache),276,0.8164,0.5302,0.0815,0.2862
stgcnpp,frame_missing_severe,44,touch chest (stomachache/heart pain),276,0.9312,0.785,0.0664,0.1461
stgcnpp,frame_missing_severe,45,touch back (backache),276,0.9312,0.8116,0.0368,0.1196
stgcnpp,frame_missing_severe,46,touch neck (neckache),276,0.843,0.378,0.0137,0.465
stgcnpp,frame_missing_severe,47,nausea or vomiting condition,275,0.8448,0.497,0.0418,0.3479
stgcnpp,frame_missing_severe,48,use a fan (with hand or paper)/feeling warm,275,0.9224,0.8048,0.0559,0.1176
stgcnpp,frame_missing_severe,49,punching/slapping other person,274,0.9027,0.4185,0.0486,0.4842
stgcnpp,frame_missing_severe,50,kicking other person,276,0.936,0.7403,0.0432,0.1957
stgcnpp,frame_missing_severe,51,pushing other person,276,0.9601,0.4855,0.0412,0.4746
stgcnpp,frame_missing_severe,52,pat on back of other person,276,0.9239,0.5097,0.0779,0.4143
stgcnpp,frame_missing_severe,53,point finger at the other person,276,0.9058,0.4034,0.2216,0.5024
stgcnpp,frame_missing_severe,54,hugging other person,274,0.983,0.8954,0.0259,0.0876
stgcnpp,frame_missing_severe,55,giving something to other person,276,0.9312,0.6836,0.0877,0.2476
stgcnpp,frame_missing_severe,56,touch other person's pocket,275,0.9394,0.7067,0.1245,0.2327
stgcnpp,frame_missing_severe,57,handshaking,276,0.9577,0.6679,0.0589,0.2899
stgcnpp,frame_missing_severe,58,walking towards each other,273,0.9951,0.9365,0.0056,0.0586
stgcnpp,frame_missing_severe,59,walking apart from each other,276,0.9686,0.9324,0.0042,0.0362
stgcnpp,mixed_severe,0,drink water,274,0.8637,0.1204,0.0255,0.7433
stgcnpp,mixed_severe,1,eat meal/snack,275,0.7382,0.0727,0.0145,0.6655
stgcnpp,mixed_severe,2,brushing teeth,273,0.8694,0.0745,0.0244,0.7949
stgcnpp,mixed_severe,3,brushing hair,273,0.9267,0.1392,0.054,0.7875
stgcnpp,mixed_severe,4,drop,275,0.8848,0.103,0.02,0.7818
stgcnpp,mixed_severe,5,pickup,275,0.9576,0.0897,0.0258,0.8679
stgcnpp,mixed_severe,6,throw,275,0.9115,0.1261,0.0138,0.7855
stgcnpp,mixed_severe,7,sitting down,273,0.9707,0.1465,0.0476,0.8242
stgcnpp,mixed_severe,8,standing up (from sitting position),273,0.9792,0.1306,0.0238,0.8486
stgcnpp,mixed_severe,9,clapping,273,0.812,0.0855,0.0056,0.7265
stgcnpp,mixed_severe,10,reading,273,0.5873,0.0696,0.0204,0.5177
stgcnpp,mixed_severe,11,writing,272,0.5907,0.2512,0.0423,0.3395
stgcnpp,mixed_severe,12,tear up paper,271,0.9139,0.0886,0.0128,0.8253
stgcnpp,mixed_severe,13,wear jacket,275,0.983,0.2618,0.0855,0.7212
stgcnpp,mixed_severe,14,take off jacket,276,0.9734,0.1292,0.0042,0.8442
stgcnpp,mixed_severe,15,wear a shoe,273,0.7131,0.0952,0.0432,0.6178
stgcnpp,mixed_severe,16,take off a shoe,274,0.7798,0.1107,0.0187,0.6691
stgcnpp,mixed_severe,17,wear on glasses,273,0.9206,0.072,0.0165,0.8486
stgcnpp,mixed_severe,18,take off glasses,274,0.9526,0.09,0.0056,0.8625
stgcnpp,mixed_severe,19,put on a hat/cap,272,0.9681,0.1189,0.0056,0.8493
stgcnpp,mixed_severe,20,take off a hat/cap,273,0.9744,0.1416,0.0076,0.8327
stgcnpp,mixed_severe,21,cheer up,274,0.9367,0.1934,0.0792,0.7433
stgcnpp,mixed_severe,22,hand waving,274,0.9221,0.2129,0.0423,0.7092
stgcnpp,mixed_severe,23,kicking something,276,0.9432,0.1111,0.0055,0.8321
stgcnpp,mixed_severe,24,reach into pocket,274,0.8285,0.0998,0.0117,0.7287
stgcnpp,mixed_severe,25,hopping (one foot jumping),275,0.9879,0.1612,0.0294,0.8267
stgcnpp,mixed_severe,26,jump up,276,0.9988,0.1643,0.0091,0.8345
stgcnpp,mixed_severe,27,make a phone call/answer phone,275,0.8933,0.0667,0.0084,0.8267
stgcnpp,mixed_severe,28,playing with phone/tablet,275,0.7321,0.1552,0.0385,0.577
stgcnpp,mixed_severe,29,typing on a keyboard,275,0.7309,0.2448,0.0455,0.4861
stgcnpp,mixed_severe,30,pointing to something with finger,276,0.7766,0.1208,0.0146,0.6558
stgcnpp,mixed_severe,31,taking a selfie,276,0.8925,0.151,0.0617,0.7415
stgcnpp,mixed_severe,32,check time (from watch),276,0.8973,0.1184,0.0055,0.779
stgcnpp,mixed_severe,33,rub two hands together,276,0.8913,0.0749,0.0182,0.8164
stgcnpp,mixed_severe,34,nod head/bow,276,0.9674,0.1534,0.0367,0.814
stgcnpp,mixed_severe,35,shake head,275,0.9467,0.0861,0.0242,0.8606
stgcnpp,mixed_severe,36,wipe face,276,0.8829,0.1244,0.0711,0.7585
stgcnpp,mixed_severe,37,salute,276,0.9275,0.1244,0.0179,0.8031
stgcnpp,mixed_severe,38,put the palms together,276,0.9348,0.0809,0.0055,0.8539
stgcnpp,mixed_severe,39,cross hands in front (say stop),276,0.936,0.0628,0.0111,0.8732
stgcnpp,mixed_severe,40,sneeze/cough,276,0.7633,0.0374,0.0075,0.7258
stgcnpp,mixed_severe,41,staggering,276,0.9952,0.0616,0.0,0.9336
stgcnpp,mixed_severe,42,falling,275,0.9891,0.1067,0.0042,0.8824
stgcnpp,mixed_severe,43,touch head (headache),276,0.8164,0.0833,0.0131,0.7331
stgcnpp,mixed_severe,44,touch chest (stomachache/heart pain),276,0.9312,0.1703,0.0418,0.7609
stgcnpp,mixed_severe,45,touch back (backache),276,0.9312,0.1473,0.0372,0.7838
stgcnpp,mixed_severe,46,touch neck (neckache),276,0.843,0.0688,0.0096,0.7742
stgcnpp,mixed_severe,47,nausea or vomiting condition,275,0.8448,0.1236,0.0036,0.7212
stgcnpp,mixed_severe,48,use a fan (with hand or paper)/feeling warm,275,0.9224,0.4109,0.0743,0.5115
stgcnpp,mixed_severe,49,punching/slapping other person,274,0.9027,0.0633,0.0223,0.8394
stgcnpp,mixed_severe,50,kicking other person,276,0.936,0.1123,0.0109,0.8237
stgcnpp,mixed_severe,51,pushing other person,276,0.9601,0.0773,0.0091,0.8829
stgcnpp,mixed_severe,52,pat on back of other person,276,0.9239,0.1691,0.0387,0.7548
stgcnpp,mixed_severe,53,point finger at the other person,276,0.9058,0.0483,0.02,0.8575
stgcnpp,mixed_severe,54,hugging other person,274,0.983,0.281,0.1041,0.7019
stgcnpp,mixed_severe,55,giving something to other person,276,0.9312,0.1063,0.0055,0.8249
stgcnpp,mixed_severe,56,touch other person's pocket,275,0.9394,0.1527,0.0787,0.7867
stgcnpp,mixed_severe,57,handshaking,276,0.9577,0.1425,0.0555,0.8152
stgcnpp,mixed_severe,58,walking towards each other,273,0.9951,0.1441,0.0169,0.851
stgcnpp,mixed_severe,59,walking apart from each other,276,0.9686,0.1341,0.0166,0.8345
ctrgcn,clean,0,drink water,274,0.8601,0.8601,0.0269,0.0
ctrgcn,clean,1,eat meal/snack,275,0.7261,0.7261,0.0151,0.0
ctrgcn,clean,2,brushing teeth,273,0.873,0.873,0.0056,0.0
ctrgcn,clean,3,brushing hair,273,0.917,0.917,0.0148,0.0
ctrgcn,clean,4,drop,275,0.8873,0.8873,0.0096,0.0
ctrgcn,clean,5,pickup,275,0.9697,0.9697,0.0021,0.0
ctrgcn,clean,6,throw,275,0.9321,0.9321,0.0111,0.0
ctrgcn,clean,7,sitting down,273,0.9683,0.9683,0.0042,0.0
ctrgcn,clean,8,standing up (from sitting position),273,0.9792,0.9792,0.0021,0.0
ctrgcn,clean,9,clapping,273,0.7741,0.7741,0.034,0.0
ctrgcn,clean,10,reading,273,0.6496,0.6496,0.0056,0.0
ctrgcn,clean,11,writing,272,0.6201,0.6201,0.0189,0.0
ctrgcn,clean,12,tear up paper,271,0.9213,0.9213,0.013,0.0
ctrgcn,clean,13,wear jacket,275,0.9782,0.9782,0.0036,0.0
ctrgcn,clean,14,take off jacket,276,0.9843,0.9843,0.0055,0.0
ctrgcn,clean,15,wear a shoe,273,0.8083,0.8083,0.0448,0.0
ctrgcn,clean,16,take off a shoe,274,0.8382,0.8382,0.0235,0.0
ctrgcn,clean,17,wear on glasses,273,0.9084,0.9084,0.0097,0.0
ctrgcn,clean,18,take off glasses,274,0.944,0.944,0.0076,0.0
ctrgcn,clean,19,put on a hat/cap,272,0.9596,0.9596,0.0064,0.0
ctrgcn,clean,20,take off a hat/cap,273,0.9744,0.9744,0.0037,0.0
ctrgcn,clean,21,cheer up,274,0.9258,0.9258,0.0105,0.0
ctrgcn,clean,22,hand waving,274,0.9173,0.9173,0.0111,0.0
ctrgcn,clean,23,kicking something,276,0.9529,0.9529,0.0181,0.0
ctrgcn,clean,24,reach into pocket,274,0.8358,0.8358,0.0063,0.0
